2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:08:50,326 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:50,326 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:51,078 | pddl_planner.llm | DEBUG | API call completed in 0.751s (model=gpt-5.4-mini)
2026-03-28 21:08:51,882 | pddl_planner.llm | DEBUG | API call completed in 0.800s (model=gpt-5.4-mini)
2026-03-28 21:08:52,722 | pddl_planner.llm | DEBUG | API call completed in 0.839s (model=gpt-5.4-mini)
2026-03-28 21:08:53,310 | pddl_planner.llm | DEBUG | API call completed in 0.587s (model=gpt-5.4-mini)
2026-03-28 21:08:54,032 | pddl_planner.llm | DEBUG | API call completed in 0.720s (model=gpt-5.4-mini)
2026-03-28 21:08:54,033 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block orange"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:08:54,033 | pddl_planner.llm | WARNING | No entailment found for "orange is on top of red" against 1 candidates
2026-03-28 21:08:54,035 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,036 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,036 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,036 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,036 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,036 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,040 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,040 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,040 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,041 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,041 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,041 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,041 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,041 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,041 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,041 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,042 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,042 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,042 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,044 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,044 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,044 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,044 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,044 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,044 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,044 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,044 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,045 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,045 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,045 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,045 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,045 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,047 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,047 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,047 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,047 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,047 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,047 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,047 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,048 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,048 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,048 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,048 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,048 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,048 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,050 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,050 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,050 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,050 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,050 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,050 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,050 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,051 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,051 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,051 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,051 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,051 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,051 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,059 | pddl_planner.planner | INFO | Predicate "?V40 is on top of red" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:54,059 | pddl_planner.llm | INFO | Checking entailment for "?V40 is on top of red"
2026-03-28 21:08:54,060 | pddl_planner.llm | DEBUG | Substitution: {?b2: red, ?b1: ?V40} between "is on top of(?V40, red)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:54,060 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:54,060 | pddl_planner.llm | DEBUG | Permutation: (red, ?V40) for keys [?b2, ?b1]
2026-03-28 21:08:54,060 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V40 is on top of red" vs "block ?V40 is directly above block red"
2026-03-28 21:08:54,061 | pddl_planner.llm | INFO | Entailment vote: "?V40 is on top of red" entailed by "block ?V40 is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,061 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V40, red)" -> "block  is directly above block"
2026-03-28 21:08:54,061 | pddl_planner.planner | INFO | Predicate "?V58 is on top of ?V40" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:54,061 | pddl_planner.llm | INFO | Checking entailment for "?V58 is on top of ?V40"
2026-03-28 21:08:54,062 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V40, ?b1: ?V58} between "is on top of(?V58, ?V40)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:54,062 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:54,062 | pddl_planner.llm | DEBUG | Permutation: (?V58, ?V40) for keys [?b2, ?b1]
2026-03-28 21:08:54,062 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V58 is on top of ?V40" vs "block ?V40 is directly above block ?V58"
2026-03-28 21:08:54,062 | pddl_planner.llm | INFO | Entailment vote: "?V58 is on top of ?V40" entailed by "block ?V40 is directly above block ?V58"? 1/5 yes ([True, False, False, False, False])
2026-03-28 21:08:54,062 | pddl_planner.llm | DEBUG | Permutation: (?V40, ?V58) for keys [?b2, ?b1]
2026-03-28 21:08:54,063 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V58 is on top of ?V40" vs "block ?V58 is directly above block ?V40"
2026-03-28 21:08:54,063 | pddl_planner.llm | INFO | Entailment vote: "?V58 is on top of ?V40" entailed by "block ?V58 is directly above block ?V40"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,063 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V58, ?V40)" -> "block  is directly above block"
2026-03-28 21:08:54,126 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,126 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,126 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,126 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,126 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,126 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,127 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,127 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,127 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,127 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Substitution: {?V58: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V58)"
2026-03-28 21:08:54,127 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V58]
2026-03-28 21:08:54,128 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,128 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,128 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,129 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,129 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,129 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,130 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,130 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,130 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,130 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,130 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,130 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,130 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,130 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,130 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,130 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,131 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,131 | pddl_planner.llm | DEBUG | Substitution: {?V101: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V101)"
2026-03-28 21:08:54,131 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V101]
2026-03-28 21:08:54,131 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,131 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,131 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,133 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,133 | pddl_planner.llm | DEBUG | Substitution: {?V58: red, ?V100: orange} between "is on top of(orange, red)" and "block  is directly above block(?V100, ?V58)"
2026-03-28 21:08:54,133 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V58, ?V100]
2026-03-28 21:08:54,133 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V58, ?V100]
2026-03-28 21:08:54,134 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,134 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,134 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,134 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,134 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,134 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,134 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,134 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,135 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,135 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,135 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,135 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,135 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,135 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,135 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,135 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,137 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,138 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,138 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,138 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,138 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,139 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,139 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,139 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,141 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,141 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,141 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,141 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,141 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,141 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,141 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,142 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,142 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,142 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,142 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,142 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,142 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,144 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,144 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:54,144 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:54,144 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,144 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,144 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,145 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:54,145 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:54,145 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:54,145 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:54,145 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:54,145 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,145 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:54,162 | pddl_planner.planner | INFO | Depth 3/4 [###############-----] | 42.83s elapsed | 23 nodes in frontier
2026-03-28 21:08:54,162 | pddl_planner.planner | INFO | Predicate "?V40 is on top of red" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:54,163 | pddl_planner.llm | INFO | Checking entailment for "?V40 is on top of red"
2026-03-28 21:08:54,163 | pddl_planner.llm | DEBUG | Substitution: {?b2: red, ?b1: ?V40} between "is on top of(?V40, red)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:54,163 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:54,163 | pddl_planner.llm | DEBUG | Permutation: (red, ?V40) for keys [?b2, ?b1]
2026-03-28 21:08:54,163 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V40 is on top of red" vs "block ?V40 is directly above block red"
2026-03-28 21:08:54,163 | pddl_planner.llm | INFO | Entailment vote: "?V40 is on top of red" entailed by "block ?V40 is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:54,163 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V40, red)" -> "block  is directly above block"
2026-03-28 21:08:54,164 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V59" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:54,164 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V59"
2026-03-28 21:08:54,164 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V59, ?b1: orange} between "is on top of(orange, ?V59)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:54,164 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:54,164 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V59) for keys [?b2, ?b1]
2026-03-28 21:08:54,165 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:54,814 | pddl_planner.llm | DEBUG | API call completed in 0.649s (model=gpt-5.4-mini)
2026-03-28 21:08:55,574 | pddl_planner.llm | DEBUG | API call completed in 0.759s (model=gpt-5.4-mini)
2026-03-28 21:08:56,362 | pddl_planner.llm | DEBUG | API call completed in 0.787s (model=gpt-5.4-mini)
2026-03-28 21:08:57,178 | pddl_planner.llm | DEBUG | API call completed in 0.815s (model=gpt-5.4-mini)
2026-03-28 21:08:57,647 | pddl_planner.llm | DEBUG | API call completed in 0.467s (model=gpt-5.4-mini)
2026-03-28 21:08:57,648 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V59" entailed by "block ?V59 is directly above block orange"? 1/5 yes ([False, False, False, False, True])
2026-03-28 21:08:57,648 | pddl_planner.llm | DEBUG | Permutation: (?V59, orange) for keys [?b2, ?b1]
2026-03-28 21:08:57,648 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:58,416 | pddl_planner.llm | DEBUG | API call completed in 0.767s (model=gpt-5.4-mini)
2026-03-28 21:08:59,184 | pddl_planner.llm | DEBUG | API call completed in 0.767s (model=gpt-5.4-mini)
2026-03-28 21:08:59,952 | pddl_planner.llm | DEBUG | API call completed in 0.767s (model=gpt-5.4-mini)
2026-03-28 21:09:00,516 | pddl_planner.llm | DEBUG | API call completed in 0.562s (model=gpt-5.4-mini)
2026-03-28 21:09:01,298 | pddl_planner.llm | DEBUG | API call completed in 0.781s (model=gpt-5.4-mini)
2026-03-28 21:09:01,299 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V59" entailed by "block orange is directly above block ?V59"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,299 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V59)" -> "block  is directly above block"
2026-03-28 21:09:01,315 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
